-0.000331242, 0.00168522, 0.000231417, -0.00143356, -0.000332231, 0.00249566, 0.00206498, -0.00269105, -0.00345214, 0.000839964, -0.00394746, -0.00393746, -0.00720955, -0.00923103, -0.0250852, 0.00662716, -0.00527816, -0.00870155, -0.0225683, 0.00150393, -0.0119001, -0.00519521, 0.0140059, 0.00908034, 0.00245878, -0.0165344, -0.0109238, -0.0180585, -0.00990664, 0.0493484, -0.01969, 0.0435983, 0.0199281, -0.388136, -0.113331, 0.119291, 0.215766, 0.087461, 0.111809, 0.0357964, 0.0947397, -0.0187845, 0.0249365, -0.0845736, 0.0745907, -0.0165706, 0.0452913, 0.0992801, -0.0285845, -0.0299067, -0.121594, 0.000478133, 0.0603932, -0.0905562, -0.0161609, -0.0745004, -0.00618689, 0.0619601, -0.0255652, 0.123152, -0.0511331, -0.0864934, 0.0759721, -0.0342596, -0.00145125, -0.0665959, 0.0310982, -0.00977435, -0.0838291, 0.0130722, -0.0398365, 0.061493, -0.0110375, -0.017037, -0.0118873, -0.00425451, -0.0160262, -0.0174144, 0.0616837, -0.0433888, -0.039048, 0.0058651, -0.0294993, -0.0645412, 0.0388044, 0.000599807, -0.0465479, 0.02507, 0.00835455, -0.0190001, -0.00228273, -0.100387, 0.071263, -0.0777427, 0.0449771, -0.0394086, 0.0558931, 0.0436831, 0.127452, 0.0317006, -0.149646, -0.0410868, 0.144463, -0.0873149, -0.0753248, -0.150998, -0.252075, -0.0948322, 0.352109, 0.221125, 0.117998, -0.190524, -0.0525421, -0.0383061, 0.0768212, -0.0227729, -0.114851, 0.0454957, -0.205759, -0.0968709, -0.229885, -0.0847709, -0.105479, 0.0432386, -0.0763241, 0.00572889, -0.0306986, 0.0214966
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0614058, 0.0215511, -0.0580701, 0.0170138, -0.0425403, -0.104504, 0.0381549, -0.162571, -0.00992441, 0.00895766, -0.0310171, -0.0543301, 0.0303353, 0.0859426, -0.0179253, 0.07086, 0.0351893, 0.0254729, 0.0428501, 0.0122148, 0.0228716, -0.0264534, -0.0421523, 0.024195, -0.0293878, 0.0256295, 0.0416002, -0.021095, -0.0337271, 0.048378, 0.0156528, 0.00235828, -0.0169112, 0.00296746, -0.0240374, 0.0130623, -0.00639756, 0.00935126, -0.0335703, 0.0232127, -0.01586, 0.0501019, 0.0283192, 0.0475204, -0.00604377, 0.00248416, -0.0250298, 0.0158867, -0.030077, -0.0556684, 0.0204386, -0.0364117, 0.0475995, 0.00323441, -0.10222, 0.0513472, 0.0740493, 0.0660189, -0.0263528, 0.0664767, 0.093311, 0.0761768, 0.00509322, -0.0339462, -0.0399575, -0.0379226, 0.0577447, -0.0437858, 0.00911542, -0.0186979, 0.0195797, -0.0314126, -0.0222703, -0.0105041, 0.00327405, 0.0359787, -0.0590912, -0.0797141, -0.0554754, -0.044474, -0.020751, -0.0319418, -0.0520078, -0.0427094, 0.0460551, 0.000452574, 0.0213349, -0.0430474, -0.00150693, 0.0304546, 0.000996937, -0.00946644, -0.039808, -0.00576998, 0.133373, 0.157132, -0.0112629, 0.0636085, 0.0629394, -0.0961089, -0.0912479, 0.112145, -0.0548056, 0.0271758, -0.033686, -0.116348, 0.0151874, 0.000120634, -0.112767, -0.0855502, 0.0478817, 0.00999886, 0.121181, 0.0427005, -0.0476353, 0.075085, -0.0313181, -0.0416484, -0.00992448, 0.0605159, -0.116857, -0.202132, 0.098428, 0.0347554, -0.00397205, -0.0275324, -0.0153345, -0.0131417
-0.00739983, 0.0145339, -0.0267704, -0.00692043, -0.00393761, 0.00671816, -0.002907, 0.0138583, -0.0157678, 0.00156983, -0.000453897, -0.00460208, -0.0271825, -0.0389586, -0.0851317, -0.0167901, 0.00514939, -0.00748372, -0.0117636, -0.00326042, -0.0208359, 0.00641223, 0.00809524, -0.00375755, 0.00668206, 0.00153276, -0.029987, -0.024023, 0.00833451, 0.0364877, -0.0301563, 0.0049188, 0.00757596, 0.0128231, 0.0188056, 0.00184165, -0.00343014, -0.00482177, 0.00405725, -0.0044831, -0.0246884, -0.0114076, 0.00278697, 0.010142, 0.00155636, -0.0112792, -0.00850734, 0.00819603, -0.000999269, -0.0140171, -0.0249486, 0.0215319, -0.00422578, 0.00928905, -0.00627935, 0.0191545, -0.00261039, -0.00796339, 0.0214525, 0.0239956, 0.0301097, -0.0118592, -0.0169484, -0.00875529, -0.0165416, 0.0282186, 0.00135208, 0.034451, 0.0139905, -0.00796497, -0.0126652, -0.0284115, 0.00857742, 0.0126108, -0.00222029, 0.0269684, 0.00453102, 0.0412311, 0.0354768, -0.011968, -0.00555092, -0.0170527, 0.00303434, 0.06035, 0.0570717, -9.74128e-05, 0.0349507, -0.012809, -0.00256164, 0.00359944, -7.70593e-05, -0.0257346, -0.00193072, -0.0116642, -0.0238675, 0.0317994, 0.00713546, -0.0444979, 0.0129402, -0.0125877, -0.0100691, 0.00828283, -0.0369961, -0.0185369, 0.0171138, 0.0297748, -0.0332231, 0.014071, 0.00263809, 0.00463279, -0.00649922, -0.0223262, -0.00387079, -0.0202145, 0.0187047, 0.0293167, -0.0195356, 0.023086, -0.028333, 0.0550247, 0.0508203, -0.0140749, 0.0401987, 0.0310346, -0.0260198, 0.0313625, -0.0222442, 0.00642789
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.000116576, 0.000593422, 8.15025e-05, -0.000505323, -0.000117122, 0.000880081, 0.000728828, -0.000949816, -0.00121902, 0.000296723, -0.00139526, -0.00139208, -0.00254939, -0.0032656, -0.00887902, 0.00234701, -0.00187049, -0.00308396, -0.00799977, 0.000533527, -0.00422264, -0.00184399, 0.00497216, 0.00322398, 0.000873083, -0.00587227, -0.00388158, -0.00642101, -0.003524, 0.0175572, -0.0070078, 0.0155227, 0.00709645, -0.138318, -0.0403966, 0.0425312, 0.0769447, 0.0312059, 0.0398981, 0.0127761, 0.0338222, -0.0067079, 0.00890707, -0.0302195, 0.0266613, -0.00592404, 0.0161992, 0.0355148, -0.0102271, -0.0107041, -0.0435465, 0.000170992, 0.0216373, -0.0324632, -0.00579816, -0.0267312, -0.00222143, 0.0222464, -0.00918495, 0.0442503, -0.0183793, -0.0310969, 0.027324, -0.0123234, -0.000522213, -0.0239786, 0.0111992, -0.00352089, -0.0302155, 0.00471374, -0.0143706, 0.022185, -0.00398368, -0.00614899, -0.004293, -0.00153659, -0.00579055, -0.0062957, 0.0223134, -0.0157013, -0.0141386, 0.00212091, -0.0106901, -0.0233988, 0.0140675, 0.000221041, -0.0168799, 0.00910762, 0.00302846, -0.00689241, -0.000843, -0.0365122, 0.0259165, -0.0282795, 0.0163808, -0.0143436, 0.0203588, 0.0159193, 0.0464268, 0.0115638, -0.0545806, -0.0149771, 0.0527171, -0.0318542, -0.0275467, -0.0552176, -0.0921988, -0.0347228, 0.128976, 0.0809697, 0.0432578, -0.0699421, -0.0193087, -0.0140779, 0.0281583, -0.00835721, -0.0422621, 0.0166124, -0.0756811, -0.0356115, -0.0847254, -0.0311485, -0.0388466, 0.0159016, -0.028188, 0.00220132, -0.0111278, 0.00787362
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00230799, 0.0121025, -0.00220765, -0.0216574, 0.0689171, -0.0214561, 0.000708799, 0.00176807, -0.000711124, -0.339364, -0.0102301, 0.0164516, -0.0248425, 0.0393681, -0.0106987, -0.0298405, -0.0210715, -0.0537902, 0.0920207, -0.00833519, 0.0564561, 0.0392863, -0.0550155, -0.136485, -0.0382906, -0.0134502, -0.0790691, -0.103345, -0.164704, 0.0837306, 0.0932789, 0.00277357, 0.019348, -0.0220747, 0.133073, -0.0461918, 0.059086, 0.116341, -0.111579, 0.06281, 0.0082046, 0.00634931, -0.0185757, -0.0840644, -0.0559305, 0.0424052, -0.0496236, 0.00158605, -0.022425, -0.0604132, -0.0846703, 0.0406281, 0.0304238, 0.00713931, 0.0897049, 0.000989254, 0.00566431, -0.091504, 0.113137, -0.0115061, 0.122104, 0.00434999, 0.0505293, 0.00786728, -0.0679798, 0.0438231, -0.0471137, 0.0273954, 0.0621858, 0.00441472, 0.014276, 0.0280727, 0.000395268, 0.0180127, -0.0282593, 0.0877352, -0.0405926, -0.0378511, -0.0797778, -0.0500279, -0.0518382, 0.0794096, 0.0435549, 0.0135122, -0.0134914, 0.000211175, -0.12182, 0.013476, -0.0442083, 0.00274798, -0.00112203, 0.0482705, 0.236463, 0.0317219, -0.0319434, 0.0371974, 0.0156458, -0.00142879, 0.0708028, 0.210055, -0.0223705, 0.0397934, -0.102077, 0.0131038, -0.00286793, -0.0172409, 0.0300991, -0.042931, -0.0296008, -0.00897345, -0.0712471, -0.0841952, -0.126403, -0.0176186, -0.178562, 0.0934659, -0.011808, -0.181368, 0.0735657, -0.0156052, -0.0375487, -0.0348801, -0.0480023, -0.0691605, 0.078369, -0.0306425, 0.152632, -0.119374
